54.36.149.41 - - [22/Jan/2019:03:56:14 +0330] "GET /filter/27|13%20%D9%85%DA%AF%D8%A7%D9%BE%DB%8C%DA%A9%D8%B3%D9%84,27|%DA%A9%D9%85%D8%AA%D8%B1%20%D8%A7%D8%B2%205%20%D9%85%DA%AF%D8%A7%D9%BE%DB%8C%DA%A9%D8%B3%D9%84,p53 HTTP/1.1" 200 30577 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" "-"
66.249.66.197 - - [22/Jan/2019:04:45:28 +0330] "GET /m/filter/b1,b103,b126,b135,b151,b183,b185,b19,b192,b194,b213,b215,b218,b219,b224,b231,b261,b3,b321,b36,b41,b42,b435,b441,b454,b482,b484,b497,b5,b50,b542,b568,b573,b598,b614,b619,b63,b703,b723,b724,b734,b74,b80,b82,b88,b880,b95,b99 HTTP/1.1" 200 26670 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
54.37.16.239 - - [22/Jan/2019:04:45:28 +0330] "GET /settings/logo HTTP/1.1" 200 4120 "https://www.zanbil.ir/m/filter/p24083?page=1" "Mozilla/5.0 (Linux; Android 9; G8142 Build/47.2.A.4.41) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36" "-"
54.37.16.239 - - [22/Jan/2019:04:45:28 +0330] "GET /image/50761/productModel/200x200 HTTP/1.1" 200 4740 "https://www.zanbil.ir/m/filter/p24083?page=1" "Mozilla/5.0 (Linux; Android 9; G8142 Build/47.2.A.4.41) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36" "-"
23.101.169.3 - - [22/Jan/2019:04:45:29 +0330] "GET /image/12682/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:29 +0330] "GET /image/12583/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:29 +0330] "GET /static/bundle-bundle_site_defer.min.js HTTP/1.1" 200 185207 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
144.76.119.99 - - [22/Jan/2019:04:45:29 +0330] "GET /%D8%AA%D8%B4%DA%A9 HTTP/1.1" 301 178 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" "-"
54.37.16.239 - - [22/Jan/2019:04:45:29 +0330] "GET /image/50772/productModel/200x200 HTTP/1.1" 200 4674 "https://www.zanbil.ir/m/filter/p24083?page=1" "Mozilla/5.0 (Linux; Android 9; G8142 Build/47.2.A.4.41) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36" "-"
23.101.169.3 - - [22/Jan/2019:04:45:29 +0330] "GET /static/images/amp/instagram.png HTTP/1.1" 200 7146 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:29 +0330] "GET /image/14199/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:29 +0330] "GET /image/12349/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
54.37.16.239 - - [22/Jan/2019:04:45:29 +0330] "GET /image/50871/productModel/200x200 HTTP/1.1" 200 4362 "https://www.zanbil.ir/m/filter/p24083?page=1" "Mozilla/5.0 (Linux; Android 9; G8142 Build/47.2.A.4.41) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36" "-"
54.37.16.239 - - [22/Jan/2019:04:45:29 +0330] "GET /image/50877/productModel/200x200 HTTP/1.1" 200 4478 "https://www.zanbil.ir/m/filter/p24083?page=1" "Mozilla/5.0 (Linux; Android 9; G8142 Build/47.2.A.4.41) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36" "-"
54.37.16.239 - - [22/Jan/2019:04:45:29 +0330] "GET /image/54014/productModel/200x200 HTTP/1.1" 200 5176 "https://www.zanbil.ir/m/filter/p24083?page=1" "Mozilla/5.0 (Linux; Android 9; G8142 Build/47.2.A.4.41) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36" "-"
23.101.169.3 - - [22/Jan/2019:04:45:29 +0330] "GET /static/images/amp/telegram.png HTTP/1.1" 200 4859 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:29 +0330] "GET /static/images/amp/blog.png HTTP/1.1" 200 3863 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
31.184.133.101 - - [22/Jan/2019:04:45:29 +0330] "GET /filter?f=b1,b103,b105,b135,b33,b574&o=b HTTP/1.1" 301 178 "http://www.zanbil.ir/" "Mozilla/5.0 (compatible; Parsijoobot; +http://www.parsijoo.ir/bot.html; crawler@parsijoo.ir)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:29 +0330] "GET /image/11899/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:29 +0330] "GET /image/28998/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
66.249.66.194 - - [22/Jan/2019:04:45:29 +0330] "GET /m/filter/b218%2Cb3%2Cp5666%2Ct146%2Ct148 HTTP/1.1" 302 0 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:29 +0330] "GET /image/28994/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:29 +0330] "GET /image/28997/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:30 +0330] "GET /image/2132/productModel/150x150 HTTP/1.1" 200 2352 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:30 +0330] "GET /image/61214/productModel/150x150 HTTP/1.1" 200 2566 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
46.229.161.131 - - [22/Jan/2019:04:45:30 +0330] "HEAD /browse/wristwatch HTTP/1.1" 200 0 "http://www.zanbil.ir/browse/wristwatch" "SEMrushBot" "-"
46.229.161.131 - - [22/Jan/2019:04:45:30 +0330] "HEAD /browse/analog-watch HTTP/1.1" 200 0 "http://www.zanbil.ir/browse/analog-watch" "SEMrushBot" "-"
23.101.169.3 - - [22/Jan/2019:04:45:30 +0330] "GET /static/images/guarantees/goodShopping.png HTTP/1.1" 200 6496 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:30 +0330] "GET /image/28995/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:30 +0330] "GET /image/12129/productTypeMenu HTTP/1.1" 200 11 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
23.101.169.3 - - [22/Jan/2019:04:45:30 +0330] "GET /static/images/search-category-arrow.png HTTP/1.1" 200 217 "https://www.zanbil.ir/browse/air-conditioner-split/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0;  Trident/5.0)" "-"
151.238.242.237 - - [22/Jan/2019:04:45:30 +0330] "GET /static/images/guarantees/goodShopping.png HTTP/1.1" 200 6496 "https://www.zanbil.ir/m/product/7072/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C-%D9%BE%D8%B1%D8%AA%D8%A7%D8%A8%D9%84-%DA%AF%D8%B1%DB%8C-%D9%85%D8%AF%D9%84-GREE-Air-Conditioner-C%27-Matic-H12H1" "Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-J320F Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
151.238.242.237 - - [22/Jan/2019:04:45:30 +0330] "GET /static/images/guarantees/warranty.png HTTP/1.1" 200 5807 "https://www.zanbil.ir/m/product/7072/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C-%D9%BE%D8%B1%D8%AA%D8%A7%D8%A8%D9%84-%DA%AF%D8%B1%DB%8C-%D9%85%D8%AF%D9%84-GREE-Air-Conditioner-C%27-Matic-H12H1" "Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-J320F Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
151.238.242.237 - - [22/Jan/2019:04:45:30 +0330] "GET /static/images/guarantees/bestPrice.png HTTP/1.1" 200 7356 "https://www.zanbil.ir/m/product/7072/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C-%D9%BE%D8%B1%D8%AA%D8%A7%D8%A8%D9%84-%DA%AF%D8%B1%DB%8C-%D9%85%D8%AF%D9%84-GREE-Air-Conditioner-C%27-Matic-H12H1" "Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-J320F Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
151.238.242.237 - - [22/Jan/2019:04:45:30 +0330] "GET /static/images/guarantees/support.png HTTP/1.1" 200 6454 "https://www.zanbil.ir/m/product/7072/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C-%D9%BE%D8%B1%D8%AA%D8%A7%D8%A8%D9%84-%DA%AF%D8%B1%DB%8C-%D9%85%D8%AF%D9%84-GREE-Air-Conditioner-C%27-Matic-H12H1" "Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-J320F Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
151.238.242.237 - - [22/Jan/2019:04:45:30 +0330] "GET /static/images/guarantees/fastDelivery.png HTTP/1.1" 200 7713 "https://www.zanbil.ir/m/product/7072/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C-%D9%BE%D8%B1%D8%AA%D8%A7%D8%A8%D9%84-%DA%AF%D8%B1%DB%8C-%D9%85%D8%AF%D9%84-GREE-Air-Conditioner-C%27-Matic-H12H1" "Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-J320F Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
54.37.16.239 - - [22/Jan/2019:04:45:30 +0330] "GET /image/50729/productModel/200x200 HTTP/1.1" 200 5853 "https://www.zanbil.ir/m/filter/p24083?page=1" "Mozilla/5.0 (Linux; Android 9; G8142 Build/47.2.A.4.41) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36" "-"
89.199.138.136 - - [22/Jan/2019:04:45:30 +0330] "GET /m/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84 HTTP/1.1" 200 19016 "https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84?amp_js_v=0.1&usqp=mq331AQECAEoAQ%3D%3D" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
89.199.138.136 - - [22/Jan/2019:04:45:31 +0330] "GET /static/css/font/wyekan/font.woff HTTP/1.1" 200 28536 "https://www.zanbil.ir/m/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
89.199.138.136 - - [22/Jan/2019:04:45:31 +0330] "GET /static/images/guarantees/goodShopping.png HTTP/1.1" 200 6496 "https://www.zanbil.ir/m/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
89.199.138.136 - - [22/Jan/2019:04:45:31 +0330] "GET /static/images/guarantees/warranty.png HTTP/1.1" 200 5807 "https://www.zanbil.ir/m/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
89.199.138.136 - - [22/Jan/2019:04:45:31 +0330] "GET /static/images/guarantees/bestPrice.png HTTP/1.1" 200 7356 "https://www.zanbil.ir/m/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
89.199.138.136 - - [22/Jan/2019:04:45:31 +0330] "GET /static/images/guarantees/support.png HTTP/1.1" 200 6454 "https://www.zanbil.ir/m/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
89.199.138.136 - - [22/Jan/2019:04:45:31 +0330] "GET /static/images/guarantees/fastDelivery.png HTTP/1.1" 200 7713 "https://www.zanbil.ir/m/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
66.249.66.91 - - [22/Jan/2019:04:45:32 +0330] "GET /filter/b703%2Cb36%2Cb41%2Cb598%2Cb103%2Cb614%2Cb88%2Cb19%2Cb194%2Cb321%2Cb5%2Cb261%2Cb484%2Cb723%2Cb573%2Cb192%2Cb724%2Cb1%2Cb435%2Cb183%2Cb542%2Cb135%2Cb63%2Cb497%2Cb619%2Cb219%2Cb126%2Cb74%2Cb151%2Cb441%2Cb568%2Cb880%2Cb185%2Cb224%2Cb213%2Cb50%2Cb3%2Cb231%2Cb99%2Cb82%2Cb215%2Cb95%2Cb218%2Cb482%2Cb734%2Cb80%2Cb42%2Cb454?page=6 HTTP/1.1" 200 39969 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
54.36.148.65 - - [22/Jan/2019:04:45:32 +0330] "GET /filter/p7%2Cv1%7C%D9%86%D9%82%D8%B1%D9%87%20%D8%A7%DB%8C.%2Cv1%7C%D9%85%D8%B4%DA%A9%DB%8C.%2Cstexists HTTP/1.1" 200 33858 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" "-"
66.249.66.194 - - [22/Jan/2019:04:45:32 +0330] "GET /filter/b218%2Cb3%2Cp5666%2Ct146%2Ct148 HTTP/1.1" 200 33490 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
31.184.135.121 - - [22/Jan/2019:04:45:32 +0330] "GET /filter?f=b1,b103,b105,b135,b424,b136&o=b HTTP/1.1" 301 178 "http://www.zanbil.ir/" "Mozilla/5.0 (compatible; Parsijoobot; +http://www.parsijoo.ir/bot.html; crawler@parsijoo.ir)" "-"
89.199.138.136 - - [22/Jan/2019:04:45:33 +0330] "GET /image/64719/productModel/200x200 HTTP/1.1" 200 4156 "https://www.zanbil.ir/m/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
89.199.138.136 - - [22/Jan/2019:04:45:33 +0330] "GET /settings/logo HTTP/1.1" 200 4120 "https://www.zanbil.ir/m/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
89.199.138.136 - - [22/Jan/2019:04:45:33 +0330] "GET /image/65019/productModel/200x200 HTTP/1.1" 200 7692 "https://www.zanbil.ir/m/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
89.199.138.136 - - [22/Jan/2019:04:45:33 +0330] "GET /image/64714/productModel/200x200 HTTP/1.1" 200 4620 "https://www.zanbil.ir/m/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
89.199.138.136 - - [22/Jan/2019:04:45:33 +0330] "GET /image/65269/productModel/200x200 HTTP/1.1" 200 5623 "https://www.zanbil.ir/m/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
89.199.138.136 - - [22/Jan/2019:04:45:33 +0330] "GET /image/64994/productModel/200x200 HTTP/1.1" 200 7663 "https://www.zanbil.ir/m/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
89.199.138.136 - - [22/Jan/2019:04:45:33 +0330] "GET /image/65007/productModel/200x200 HTTP/1.1" 200 8214 "https://www.zanbil.ir/m/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
89.199.138.136 - - [22/Jan/2019:04:45:33 +0330] "GET /amp-helper-frame.html?appId=a624a1c1-0c93-466a-a546-e146710f97e6&parentOrigin=https://www.zanbil.ir HTTP/1.1" 200 133 "https://www.zanbil.ir/m/browse/cell-phone/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532F Build/MMB29T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
69.162.124.229 - - [22/Jan/2019:04:45:34 +0330] "HEAD / HTTP/1.1" 301 0 "http://www.zanbil.ir" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)" "-"
151.238.242.237 - - [22/Jan/2019:04:45:34 +0330] "GET /settings/logo HTTP/1.1" 200 4120 "https://www.zanbil.ir/m/product/7072/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C-%D9%BE%D8%B1%D8%AA%D8%A7%D8%A8%D9%84-%DA%AF%D8%B1%DB%8C-%D9%85%D8%AF%D9%84-GREE-Air-Conditioner-C%27-Matic-H12H1" "Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-J320F Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
66.249.66.91 - - [22/Jan/2019:04:45:34 +0330] "GET /filter/b656%2Cb703%2Cb32%2Cb67%2Cb226%2Cb41%2Cb598%2Cb168%2Cb723%2Cb597%2Cb88%2Cb548%2Cb6%2Cb679%2Cb215%2Cb105%2Cb74%2Cb542%2Cb35%2Cb113%2Cb820%2Cb574%2Cb442%2Cb880%2Cb645%2Cb724%2Cb118%2Cb482%2Cb400%2Cb95%2Cb135%2Cb249%2Cb221%2Cb523%2Cb854%2Cb126%2Cstexists%2Cb217%2Cb99%2Cb188%2Cb209%2Cb192%2Cb213%2Cb136%2Cb218%2Cb4%2Cb648%2Cb454%2Cb147%2Cb258%2Cb883%2Cb603%2Cb8%2Cb63%2Cp1?page=12 HTTP/1.1" 200 41458 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
151.238.242.237 - - [22/Jan/2019:04:45:34 +0330] "GET /amp-helper-frame.html?appId=a624a1c1-0c93-466a-a546-e146710f97e6&parentOrigin=https://www.zanbil.ir HTTP/1.1" 200 133 "https://www.zanbil.ir/m/product/7072/%DA%A9%D9%88%D9%84%D8%B1-%DA%AF%D8%A7%D8%B2%DB%8C-%D9%BE%D8%B1%D8%AA%D8%A7%D8%A8%D9%84-%DA%AF%D8%B1%DB%8C-%D9%85%D8%AF%D9%84-GREE-Air-Conditioner-C%27-Matic-H12H1" "Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-J320F Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36" "-"
157.55.39.245 - - [22/Jan/2019:04:45:34 +0330] "GET /filter?f=b135%2Cb58%2Cb109%2Cb7%2Cb1%2Cb113 HTTP/1.1" 301 178 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
63.143.42.243 - - [22/Jan/2019:04:45:34 +0330] "HEAD / HTTP/1.1" 200 0 "https://www.zanbil.ir" "Mozilla/5.0+(compatible; UptimeRobot/2.0; http://www.uptimerobot.com/)" "-"
